date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_ranking_date,home_rank,home_ranking_points,away_ranking_date,away_rank,away_ranking_points,rank_diff,points_diff,home_win,draw
2023-03-27,Niger,Algeria,0,1,African Cup of Nations qualification,Radès,Tunisia,True,2022-12-22,122,1148.53,2022-12-22,40,1486.72,-82,-338.19000000000005,0,0
2023-03-27,Republic of Ireland,France,0,1,UEFA Euro qualification,Dublin,Republic of Ireland,False,2022-12-22,48,1438.59,2022-12-22,3,1823.39,-45,-384.8000000000002,0,0
2023-03-27,Sweden,Azerbaijan,5,0,UEFA Euro qualification,Stockholm,Sweden,False,2022-12-22,23,1558.45,2022-12-22,121,1151.82,98,406.6300000000001,1,0
2023-03-27,United States,El Salvador,1,0,CONCACAF Nations League,Orlando,United States,False,2022-12-22,13.0,1652.74,2022-12-22,74,1326.86,61.0,325.8800000000001,1,0
2023-03-28,Argentina,Curaçao,7,0,Friendly,Santiago del Estero,Argentina,False,2022-12-22,2,1838.38,,,,,,1,0
2023-03-28,Australia,Ecuador,1,2,Friendly,Melbourne,Australia,False,2022-12-22,27,1533.97,2022-12-22,41,1477.32,14,56.65000000000009,0,0
2023-03-28,Canada,Honduras,4,1,CONCACAF Nations League,Toronto,Canada,False,2022-12-22,53,1431.64,2022-12-22,81,1300.78,28,130.86000000000013,1,0
2023-03-28,Comoros,Ivory Coast,0,2,African Cup of Nations qualification,Moroni,Comoros,False,2022-12-22,129,1123.18,,,,,,0,0
2023-03-28,Costa Rica,Panama,0,1,CONCACAF Nations League,San José,Costa Rica,False,2022-12-22,32,1500.18,2022-12-22,61,1391.7,29,108.48000000000002,0,0
2023-03-28,Eswatini,Cape Verde,0,1,African Cup of Nations qualification,Mbombela,South Africa,True,2022-12-22,143,1070.89,,,,,,0,0
2023-03-28,Georgia,Norway,1,1,UEFA Euro qualification,Batumi,Georgia,False,2022-12-22,78,1305.98,2022-12-22,43,1475.05,-35,-169.06999999999994,0,1
2023-03-28,Germany,Belgium,2,3,Friendly,Cologne,Germany,False,2022-12-22,14,1646.91,2022-12-22,4,1781.3,-10,-134.38999999999987,0,0
2023-03-28,Haiti,Bermuda,3,1,CONCACAF Nations League,San Cristóbal,Dominican Republic,True,2022-12-22,87,1269.07,2022-12-22,169,977.47,82,291.5999999999999,1,0
2023-03-28,Iran,Kenya,2,1,Friendly,Tehran,Iran,False,2022-12-22,24,1551.73,2022-12-22,101,1202.26,77,349.47,1,0
2023-03-28,Japan,Colombia,1,2,Friendly,Osaka,Japan,False,2022-12-22,20,1593.08,2022-12-22,17,1612.78,-3,-19.700000000000045,0,0
2023-03-28,Jordan,Philippines,4,0,Friendly,Al Wakrah,Qatar,True,2022-12-22,84.0,1289.99,2022-12-22,134,1113.15,50.0,176.83999999999992,1,0
2023-03-28,Liberia,South Africa,1,2,African Cup of Nations qualification,Monrovia,Liberia,False,2022-12-22,150,1049.66,2022-12-22,67,1350.36,-83,-300.6999999999998,0,0
2023-03-28,Libya,Tunisia,0,1,African Cup of Nations qualification,Benghazi,Libya,False,2022-12-22,120,1156.74,2022-12-22,30,1526.2,-90,-369.46000000000004,0,0
2023-03-28,Malawi,Egypt,0,4,African Cup of Nations qualification,Lilongwe,Malawi,False,2022-12-22,124,1144.97,2022-12-22,39,1490.34,-85,-345.3699999999999,0,0
2023-03-28,Mauritania,DR Congo,1,1,African Cup of Nations qualification,Nouakchott,Mauritania,False,2022-12-22,103,1197.58,2022-12-22,73,1333.92,-30,-136.34000000000015,0,1
2023-03-28,Morocco,Peru,0,0,Friendly,Madrid,Spain,True,2022-12-22,11,1672.35,2022-12-22,21,1564.3,10,108.04999999999995,0,1
2023-03-28,Mozambique,Senegal,0,1,African Cup of Nations qualification,Maputo,Mozambique,False,2022-12-22,114,1163.56,2022-12-22,19,1603.98,-95,-440.4200000000001,0,0
2023-03-28,Saudi Arabia,Bolivia,1,2,Friendly,Jeddah,Saudi Arabia,False,2022-12-22,49,1438.13,2022-12-22,82,1294.96,33,143.17000000000007,0,0
2023-03-28,Scotland,Spain,2,0,UEFA Euro qualification,Glasgow,Scotland,False,2022-12-22,42,1476.94,2022-12-22,10,1692.71,-32,-215.76999999999998,1,0
2023-03-28,South Korea,Uruguay,1,2,Friendly,Seoul,South Korea,False,2022-12-22,25,1539.49,2022-12-22,16,1627.45,-9,-87.96000000000004,0,0
2023-03-28,Switzerland,Israel,3,0,UEFA Euro qualification,Geneva,Switzerland,False,2022-12-22,12,1655.02,2022-12-22,76,1315.67,64,339.3499999999999,1,0
2023-03-28,Turkey,Croatia,0,2,UEFA Euro qualification,Bursa,Turkey,False,,,,2022-12-22,7,1727.62,,,0,0
2023-03-28,Uzbekistan,Venezuela,1,1,Friendly,Jeddah,Saudi Arabia,True,2022-12-22,77,1312.64,2022-12-22,55,1406.1,-22,-93.45999999999981,0,1
2023-04-19,United States,Mexico,1,1,Friendly,Glendale,United States,False,2023-04-06,13.0,1653.77,2023-04-06,15,1631.87,2.0,21.90000000000009,0,1
2023-06-07,Mexico,Guatemala,2,0,Friendly,Mazatlán,Mexico,False,2023-04-06,15,1631.87,2023-04-06,116,1164.64,101,467.2299999999998,1,0
2023-06-10,Mexico,Cameroon,2,2,Friendly,San Diego,United States,True,2023-04-06,15,1631.87,2023-04-06,42,1470.21,27,161.65999999999985,0,1
2023-06-10,Panama,Nicaragua,3,2,Friendly,Penonomé,Panama,False,2023-04-06,58.0,1399.23,2023-04-06,140,1079.17,82.0,320.05999999999995,1,0
2023-06-11,Uzbekistan,Oman,3,0,CAFA Nations Cup,Tashkent,Uzbekistan,False,2023-04-06,74,1318.36,2023-04-06,73,1333.54,-1,-15.180000000000064,1,0
2023-06-12,Germany,Ukraine,3,3,Friendly,Bremen,Germany,False,2023-04-06,14,1647.42,2023-04-06,30,1530.04,16,117.38000000000011,0,1
2023-06-12,Morocco,Cape Verde,0,0,Friendly,Rabat,Morocco,False,2023-04-06,11,1677.79,,,,,,0,1
2023-06-13,Curaçao,Costa Rica,0,0,Friendly,Fort Lauderdale,United States,True,,,,2023-04-06,39,1491.12,,,0,1
2023-06-13,Iran,Afghanistan,6,1,CAFA Nations Cup,Bishkek,Kyrgyzstan,True,2023-04-06,24,1553.23,2023-04-06,155,1023.04,131,530.19,1,0
2023-06-14,DR Congo,Uganda,1,0,Friendly,Douala,Cameroon,True,2023-04-06,70,1338.61,2023-04-06,89,1257.3,19,81.30999999999995,1,0
2023-06-14,Guinea,Egypt,1,2,African Cup of Nations qualification,Marrakech,Morocco,True,2023-04-06,79,1305.92,2023-04-06,35,1500.67,-44,-194.75,0,0
2023-06-14,Netherlands,Croatia,2,4,UEFA Nations League,Rotterdam,Netherlands,False,2023-04-06,6,1731.23,2023-04-06,7,1730.02,1,1.2100000000000364,0,0
2023-06-14,Uruguay,Nicaragua,4,1,Friendly,Montevideo,Uruguay,False,2023-04-06,16,1631.29,2023-04-06,140,1079.17,124,552.1199999999999,1,0
2023-06-14,Uzbekistan,Turkmenistan,2,0,CAFA Nations Cup,Tashkent,Uzbekistan,False,2023-04-06,74,1318.36,2023-04-06,137,1095.2,63,223.15999999999985,1,0
2023-06-15,Argentina,Australia,2,0,Friendly,Beijing,China,True,2023-04-06,1,1840.93,2023-04-06,29,1532.79,28,308.1400000000001,1,0
2023-06-15,Jamaica,Qatar,1,2,Friendly,Ritzing,Austria,True,2023-04-06,63,1381.87,2023-04-06,61,1388.61,-2,-6.740000000000009,0,0
2023-06-15,Japan,El Salvador,6,0,Friendly,Toyota,Japan,False,2023-04-06,20,1588.59,2023-04-06,75,1318.3,55,270.28999999999996,1,0
2023-06-15,Panama,Canada,0,2,CONCACAF Nations League,Las Vegas,United States,True,2023-04-06,58.0,1399.23,2023-04-06,47,1442.66,-11.0,-43.430000000000064,0,0
2023-06-15,Spain,Italy,2,1,UEFA Nations League,Enschede,Netherlands,True,2023-04-06,10,1682.85,2023-04-06,8,1713.66,-2,-30.810000000000173,1,0
2023-06-15,United States,Mexico,3,0,CONCACAF Nations League,Las Vegas,United States,False,2023-04-06,13.0,1653.77,2023-04-06,15,1631.87,2.0,21.90000000000009,1,0
2023-06-16,Andorra,Switzerland,1,2,UEFA Euro qualification,Andorra la Vella,Andorra,False,2023-04-06,153,1030.52,2023-04-06,12,1664.24,-141,-633.72,0,0
2023-06-16,Colombia,Iraq,1,0,Friendly,Valencia,Spain,True,2023-04-06,17,1617.08,2023-04-06,67.0,1347.84,50.0,269.24,1,0
2023-06-16,Curaçao,Saint Kitts and Nevis,1,1,Gold Cup qualification,Fort Lauderdale,United States,True,,,,,,,,,0,1
2023-06-16,Gibraltar,France,0,3,UEFA Euro qualification,Faro-Loulé,Portugal,True,2023-04-06,201,854.72,2023-04-06,2,1838.45,-199,-983.73,0,0
2023-06-16,Kyrgyzstan,Iran,1,5,CAFA Nations Cup,Bishkek,Kyrgyzstan,False,,,,2023-04-06,24,1553.23,,,0,0
2023-06-16,Latvia,Turkey,2,3,UEFA Euro qualification,Riga,Latvia,False,2023-04-06,132,1110.55,,,,,,0,0
2023-06-16,Malta,England,0,4,UEFA Euro qualification,Ta' Qali,Malta,False,2023-04-06,172,972.79,2023-04-06,5,1792.43,-167,-819.6400000000001,0,0
2023-06-16,Poland,Germany,1,0,Friendly,Warsaw,Poland,False,2023-04-06,23,1553.76,2023-04-06,14,1647.42,-9,-93.66000000000008,1,0
2023-06-16,Serbia,Jordan,3,2,Friendly,Vienna,Austria,True,2023-04-06,25,1541.52,2023-04-06,84,1293.26,59,248.26,1,0
2023-06-16,South Korea,Peru,0,1,Friendly,Busan,South Korea,False,2023-04-06,27,1536.01,2023-04-06,21,1561.2,-6,-25.190000000000055,0,0
2023-06-16,Sweden,New Zealand,4,1,Friendly,Stockholm,Sweden,False,2023-04-06,22,1558.7,2023-04-06,100,1201.06,78,357.6400000000001,1,0
2023-06-17,Belgium,Austria,1,1,UEFA Euro qualification,Brussels,Belgium,False,2023-04-06,4,1792.53,2023-04-06,32,1508.24,28,284.28999999999996,0,1
2023-06-17,Benin,Senegal,1,1,African Cup of Nations qualification,Cotonou,Benin,False,2023-04-06,92,1240.45,2023-04-06,18,1613.21,-74,-372.76,0,1
2023-06-17,Brazil,Guinea,4,1,Friendly,Barcelona,Spain,True,2023-04-06,3,1834.21,2023-04-06,79,1305.92,76,528.29,1,0
2023-06-17,Ecuador,Bolivia,1,0,Friendly,Harrison,United States,True,2023-04-06,41,1478.13,2023-04-06,83,1296.42,42,181.71000000000004,1,0
2023-06-17,Equatorial Guinea,Tunisia,1,0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,2023-04-06,94,1232.78,2023-04-06,28,1535.76,-66,-302.98,1,0
2023-06-17,Faroe Islands,Czech Republic,0,3,UEFA Euro qualification,Tórshavn,Faroe Islands,False,2023-04-06,125,1138.98,2023-04-06,38,1495.04,-87,-356.05999999999995,0,0
2023-06-17,Norway,Scotland,1,2,UEFA Euro qualification,Oslo,Norway,False,2023-04-06,44,1463.77,2023-04-06,36,1500.52,-8,-36.75,0,0
2023-06-17,Portugal,Bosnia and Herzegovina,3,0,UEFA Euro qualification,Lisbon,Portugal,False,2023-04-06,9,1707.22,2023-04-06,57,1403.04,48,304.18000000000006,1,0
2023-06-17,South Africa,Morocco,2,1,African Cup of Nations qualification,Johannesburg,South Africa,False,2023-04-06,66,1350.08,2023-04-06,11,1677.79,-55,-327.71000000000004,1,0
2023-06-17,Uzbekistan,Tajikistan,5,1,CAFA Nations Cup,Tashkent,Uzbekistan,False,2023-04-06,74,1318.36,2023-04-06,109.0,1182.24,35.0,136.1199999999999,1,0
2023-06-17,Zambia,Ivory Coast,3,0,African Cup of Nations qualification,Ndola,Zambia,False,2023-04-06,86,1280.52,,,,,,1,0
2023-06-18,Cape Verde,Burkina Faso,3,1,African Cup of Nations qualification,Praia,Cape Verde,False,,,,2023-04-06,50,1433.91,,,1,0
2023-06-18,Croatia,Spain,0,0,UEFA Nations League,Rotterdam,Netherlands,True,2023-04-06,7,1730.02,2023-04-06,10,1682.85,3,47.17000000000007,0,1
2023-06-18,Egypt,South Sudan,3,0,Friendly,Cairo,Egypt,False,2023-04-06,35,1500.67,2023-04-06,163,993.36,128,507.31000000000006,1,0
2023-06-18,Gabon,DR Congo,0,2,African Cup of Nations qualification,Franceville,Gabon,False,2023-04-06,82,1296.74,2023-04-06,70,1338.61,-12,-41.86999999999989,0,0
2023-06-18,Madagascar,Ghana,0,0,African Cup of Nations qualification,Antananarivo,Madagascar,False,2023-04-06,110,1181.21,2023-04-06,60,1396.01,-50,-214.79999999999995,0,1
2023-06-18,Netherlands,Italy,2,3,UEFA Nations League,Enschede,Netherlands,False,2023-04-06,6,1731.23,2023-04-06,8,1713.66,2,17.569999999999936,0,0
2023-06-18,Panama,Mexico,0,1,CONCACAF Nations League,Las Vegas,United States,True,2023-04-06,58.0,1399.23,2023-04-06,15,1631.87,-43.0,-232.63999999999987,0,0
2023-06-18,Paraguay,Nicaragua,2,0,Friendly,Asunción,Paraguay,False,2023-04-06,48,1440.65,2023-04-06,140,1079.17,92,361.48,1,0
2023-06-18,Uganda,Algeria,1,2,African Cup of Nations qualification,Douala,Cameroon,True,2023-04-06,89,1257.3,2023-04-06,34,1504.19,-55,-246.8900000000001,0,0
2023-06-18,United States,Canada,2,0,CONCACAF Nations League,Las Vegas,United States,False,2023-04-06,13.0,1653.77,2023-04-06,47,1442.66,34.0,211.1099999999999,1,0
2023-06-19,England,North Macedonia,7,0,UEFA Euro qualification,Manchester,England,False,2023-04-06,5,1792.43,2023-04-06,65,1363.07,60,429.3600000000001,1,0
2023-06-19,France,Greece,1,0,UEFA Euro qualification,Paris,France,False,2023-04-06,2,1838.45,2023-04-06,52,1433.01,50,405.44000000000005,1,0
2023-06-19,Indonesia,Argentina,0,2,Friendly,Jakarta,Indonesia,False,2023-04-06,149,1046.14,2023-04-06,1,1840.93,-148,-794.79,0,0
2023-06-19,Jamaica,Jordan,1,2,Friendly,Wiener Neustadt,Austria,True,2023-04-06,63,1381.87,2023-04-06,84,1293.26,21,88.6099999999999,0,0
2023-06-19,Switzerland,Romania,2,2,UEFA Euro qualification,Lucerne,Switzerland,False,2023-04-06,12,1664.24,2023-04-06,46,1444.58,34,219.66000000000008,0,1
2023-06-19,Turkey,Wales,2,0,UEFA Euro qualification,Samsun,Turkey,False,,,,2023-04-06,26,1538.95,,,1,0
2023-06-20,Algeria,Tunisia,1,1,Friendly,Annaba,Algeria,False,2023-04-06,34,1504.19,2023-04-06,28,1535.76,-6,-31.569999999999936,0,1
2023-06-20,Austria,Sweden,2,0,UEFA Euro qualification,Vienna,Austria,False,2023-04-06,32,1508.24,2023-04-06,22,1558.7,-10,-50.460000000000036,1,0
2023-06-20,Bosnia and Herzegovina,Luxembourg,0,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,2023-04-06,57,1403.04,2023-04-06,91,1245.78,34,157.26,0,0
2023-06-20,Brazil,Senegal,2,4,Friendly,Lisbon,Portugal,True,2023-04-06,3,1834.21,2023-04-06,18,1613.21,15,221.0,0,0
2023-06-20,Ecuador,Costa Rica,3,1,Friendly,Chester,United States,True,2023-04-06,41,1478.13,2023-04-06,39,1491.12,-2,-12.989999999999782,1,0
2023-06-20,Estonia,Belgium,0,3,UEFA Euro qualification,Tallinn,Estonia,False,2023-04-06,108,1182.5,2023-04-06,4,1792.53,-104,-610.03,0,0
2023-06-20,Germany,Colombia,0,2,Friendly,Gelsenkirchen,Germany,False,2023-04-06,14,1647.42,2023-04-06,17,1617.08,3,30.340000000000146,0,0
2023-06-20,Haiti,Trinidad and Tobago,0,0,Friendly,Palm Beach Gardens,United States,True,2023-04-06,87,1275.96,2023-04-06,104.0,1197.61,17.0,78.35000000000014,0,1
2023-06-20,Iceland,Portugal,0,1,UEFA Euro qualification,Reykjavík,Iceland,False,2023-04-06,64,1369.03,2023-04-06,9,1707.22,-55,-338.19000000000005,0,0
2023-06-20,Japan,Peru,4,1,Friendly,Suita,Japan,False,2023-04-06,20,1588.59,2023-04-06,21,1561.2,1,27.389999999999873,1,0
2023-06-20,Montenegro,Czech Republic,1,4,Friendly,Podgorica,Montenegro,False,2023-04-06,69,1343.28,2023-04-06,38,1495.04,-31,-151.76,0,0
2023-06-20,Norway,Cyprus,3,1,UEFA Euro qualification,Oslo,Norway,False,2023-04-06,44,1463.77,2023-04-06,111,1179.45,67,284.31999999999994,1,0
2023-06-20,Scotland,Georgia,2,0,UEFA Euro qualification,Glasgow,Scotland,False,2023-04-06,36,1500.52,2023-04-06,77,1311.51,41,189.01,1,0
2023-06-20,South Korea,El Salvador,1,1,Friendly,Daejeon,South Korea,False,2023-04-06,27,1536.01,2023-04-06,75,1318.3,48,217.71000000000004,0,1
2023-06-20,Uruguay,Cuba,2,0,Friendly,Montevideo,Uruguay,False,2023-04-06,16,1631.29,2023-04-06,165,986.2,149,645.0899999999999,1,0
2023-06-20,Uzbekistan,Iran,0,1,CAFA Nations Cup,Tashkent,Uzbekistan,False,2023-04-06,74,1318.36,2023-04-06,24,1553.23,-50,-234.87000000000012,0,0
2023-06-24,United States,Jamaica,1,1,Gold Cup,Chicago,United States,False,2023-04-06,13.0,1653.77,2023-04-06,63,1381.87,50.0,271.9000000000001,0,1
2023-06-25,Haiti,Qatar,2,1,Gold Cup,Houston,United States,True,2023-04-06,87,1275.96,2023-04-06,61,1388.61,-26,-112.64999999999986,1,0
2023-06-25,Mexico,Honduras,4,0,Gold Cup,Houston,United States,True,2023-04-06,15,1631.87,2023-04-06,80,1300.38,65,331.4899999999998,1,0
2023-06-26,Costa Rica,Panama,1,2,Gold Cup,Fort Lauderdale,United States,True,2023-04-06,39,1491.12,2023-04-06,58,1399.23,19,91.88999999999987,0,0
2023-06-27,Canada,Guadeloupe,2,2,Gold Cup,Toronto,Canada,False,2023-04-06,47,1442.66,,,,,,0,1
2023-06-28,United States,Saint Kitts and Nevis,6,0,Gold Cup,St. Louis,United States,False,2023-04-06,13.0,1653.77,,,,,,1,0
2023-06-29,Haiti,Mexico,1,3,Gold Cup,Glendale,United States,True,2023-06-29,87,1275.96,2023-06-29,14,1639.19,-73,-363.23,0,0
2023-06-29,Qatar,Honduras,1,1,Gold Cup,Glendale,United States,True,2023-06-29,58,1393.52,2023-06-29,81,1296.42,23,97.09999999999991,0,1
2023-06-30,Martinique,Panama,1,2,Gold Cup,Harrison,United States,True,,,,2023-06-29,57,1399.23,,,0,0
2023-07-01,Guatemala,Canada,0,0,Gold Cup,Houston,United States,True,2023-06-29,116,1166.6,2023-06-29,45,1454.12,-71,-287.52,0,1
2023-07-02,Honduras,Haiti,2,1,Gold Cup,Charlotte,United States,True,2023-06-29,81,1296.42,2023-06-29,87,1275.96,6,20.460000000000036,1,0
2023-07-02,Mexico,Qatar,0,1,Gold Cup,Santa Clara,United States,True,2023-06-29,14,1639.19,2023-06-29,58,1393.52,44,245.67000000000007,0,0
2023-07-02,United States,Trinidad and Tobago,6,0,Gold Cup,Charlotte,United States,False,2023-06-29,11.0,1673.34,2023-06-29,101.0,1203.28,90.0,470.05999999999995,1,0
2023-07-04,Canada,Cuba,4,2,Gold Cup,Houston,United States,True,2023-06-29,45,1454.12,2023-06-29,166,984.84,121,469.27999999999986,1,0
2023-07-04,Panama,El Salvador,2,2,Gold Cup,Houston,United States,True,2023-06-29,57.0,1399.23,2023-06-29,76,1317.64,19.0,81.58999999999992,0,1
2023-07-05,South Africa,Namibia,1,1,COSAFA Cup,Durban,South Africa,False,2023-06-29,62,1369.49,2023-06-29,112,1175.14,50,194.3499999999999,0,1
2023-07-08,Mexico,Costa Rica,2,0,Gold Cup,Arlington,United States,True,2023-06-29,14,1639.19,2023-06-29,42,1478.3,28,160.8900000000001,1,0
2023-07-08,Panama,Qatar,4,0,Gold Cup,Arlington,United States,True,2023-06-29,57.0,1399.23,2023-06-29,58,1393.52,1.0,5.710000000000036,1,0
2023-07-08,South Africa,Botswana,2,1,COSAFA Cup,Durban,South Africa,False,2023-06-29,62,1369.49,2023-06-29,147,1052.37,85,317.1200000000001,1,0
2023-07-09,United States,Canada,2,2,Gold Cup,Cincinnati,United States,False,2023-06-29,11.0,1673.34,2023-06-29,45,1454.12,34.0,219.22000000000003,0,1
2023-07-11,South Africa,Eswatini,2,1,COSAFA Cup,KwaMashu,South Africa,False,2023-06-29,62,1369.49,2023-06-29,146,1058.82,84,310.6700000000001,1,0
2023-07-12,Jamaica,Mexico,0,3,Gold Cup,Paradise,United States,True,2023-06-29,63,1367.83,2023-06-29,14,1639.19,-49,-271.3600000000001,0,0
2023-07-12,United States,Panama,1,1,Gold Cup,San Diego,United States,False,2023-06-29,11.0,1673.34,2023-06-29,57,1399.23,46.0,274.1099999999999,0,1
2023-07-14,South Africa,Zambia,1,2,COSAFA Cup,Durban,South Africa,False,2023-06-29,62,1369.49,2023-06-29,84,1290.2,22,79.28999999999996,0,0
2023-07-16,Mexico,Panama,1,0,Gold Cup,Inglewood,United States,True,2023-06-29,14,1639.19,2023-06-29,57,1399.23,43,239.96000000000004,1,0
2023-07-16,South Africa,Malawi,0,0,COSAFA Cup,Durban,South Africa,False,2023-06-29,62,1369.49,2023-06-29,126,1133.17,64,236.31999999999994,0,1
2023-08-27,Bolivia,Panama,1,2,Friendly,Cochabamba,Bolivia,False,2023-07-20,83,1295.09,2023-07-20,45,1453.94,-38,-158.85000000000014,0,0
2023-09-07,Algeria,Tanzania,0,0,African Cup of Nations qualification,Annaba,Algeria,False,2023-07-20,33,1511.23,2023-07-20,124,1138.79,91,372.44000000000005,0,1
2023-09-07,Argentina,Ecuador,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,2023-07-20,1,1843.73,2023-07-20,40,1486.47,39,357.26,1,0
2023-09-07,Austria,Moldova,1,1,Friendly,Pasching,Austria,False,2023-07-20,29,1528.06,2023-07-20,164,990.73,135,537.3299999999999,0,1
2023-09-07,Bulgaria,Iran,0,1,Friendly,Plovdiv,Bulgaria,False,2023-07-20,77,1315.48,2023-07-20,22,1556.59,-55,-241.1099999999999,0,0
2023-09-07,Colombia,Venezuela,1,0,FIFA World Cup qualification,Barranquilla,Colombia,False,2023-07-20,17,1624.91,2023-07-20,57,1417.23,40,207.68000000000006,1,0
2023-09-07,Czech Republic,Albania,1,1,UEFA Euro qualification,Prague,Czech Republic,False,2023-07-20,37,1503.69,2023-07-20,65,1357.39,28,146.29999999999995,0,1
2023-09-07,France,Republic of Ireland,2,0,UEFA Euro qualification,Paris,France,False,2023-07-20,2,1843.54,2023-07-20,53,1426.26,51,417.28,1,0
2023-09-07,Ghana,Central African Republic,2,1,African Cup of Nations qualification,Kumasi,Ghana,False,2023-07-20,60,1391.13,2023-07-20,126,1133.5,66,257.6300000000001,1,0
2023-09-07,Iraq,India,2,2,King's Cup,Chiang Mai,Thailand,True,2023-07-20,70.0,1345.21,2023-07-20,99,1208.69,29.0,136.51999999999998,0,1
2023-09-07,Netherlands,Greece,3,0,UEFA Euro qualification,Eindhoven,Netherlands,False,2023-07-20,7,1731.23,2023-07-20,50,1441.06,43,290.1700000000001,1,0
2023-09-07,Norway,Jordan,6,0,Friendly,Oslo,Norway,False,2023-07-20,44,1458.47,2023-07-20,82,1296.26,38,162.21000000000004,1,0
2023-09-07,Panama,Martinique,3,0,CONCACAF Nations League,Panama City,Panama,False,2023-07-20,45.0,1453.94,,,,,,1,0
2023-09-07,Paraguay,Peru,0,0,FIFA World Cup qualification,Ciudad del Este,Paraguay,False,2023-07-20,49,1442.64,2023-07-20,21,1561.2,-28,-118.55999999999995,0,1
2023-09-07,Qatar,Kenya,1,2,Friendly,Al Wakrah,Qatar,False,2023-07-20,59,1395.57,2023-07-20,105,1191.07,46,204.5,0,0
2023-09-07,Trinidad and Tobago,Curaçao,1,0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,False,2023-07-20,102,1199.74,,,,,,1,0
2023-09-07,Tunisia,Botswana,3,0,African Cup of Nations qualification,Radès,Tunisia,False,2023-07-20,31,1516.66,2023-07-20,147,1054.31,116,462.35000000000014,1,0
2023-09-07,Wales,South Korea,0,0,Friendly,Cardiff,Wales,False,2023-07-20,35,1506.04,2023-07-20,28,1529.3,-7,-23.25999999999999,0,1
2023-09-08,Bosnia and Herzegovina,Liechtenstein,2,1,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,2023-07-20,62,1381.1,2023-07-20,200,848.82,138,532.2799999999999,1,0
2023-09-08,Brazil,Bolivia,5,1,FIFA World Cup qualification,Belém,Brazil,False,2023-07-20,3,1828.27,2023-07-20,83,1295.09,80,533.1800000000001,1,0
2023-09-08,Costa Rica,Saudi Arabia,3,1,Friendly,Newcastle,England,True,2023-07-20,46,1453.56,2023-07-20,54,1421.46,8,32.09999999999991,1,0
2023-09-08,Croatia,Latvia,5,0,UEFA Euro qualification,Rijeka,Croatia,False,2023-07-20,6,1742.55,2023-07-20,134,1096.19,128,646.3599999999999,1,0
2023-09-08,Cyprus,Scotland,0,3,UEFA Euro qualification,Larnaca,Cyprus,False,2023-07-20,118,1163.73,2023-07-20,30,1520.24,-88,-356.51,0,0
2023-09-08,Egypt,Ethiopia,1,0,African Cup of Nations qualification,Cairo,Egypt,False,2023-07-20,34,1509.89,2023-07-20,142,1074.47,108,435.4200000000001,1,0
2023-09-08,Georgia,Spain,1,7,UEFA Euro qualification,Tbilisi,Georgia,False,2023-07-20,78,1312.8,2023-07-20,10,1703.45,-68,-390.6500000000001,0,0
2023-09-08,Haiti,Cuba,0,0,CONCACAF Nations League,Santo Domingo,Dominican Republic,True,2023-07-20,87,1272.64,2023-07-20,172,968.29,85,304.35000000000014,0,1
2023-09-08,Slovakia,Portugal,0,1,UEFA Euro qualification,Bratislava,Slovakia,False,2023-07-20,47,1447.05,2023-07-20,9,1718.25,-38,-271.20000000000005,0,0
2023-09-08,Turkey,Armenia,1,1,UEFA Euro qualification,Eskişehir,Turkey,False,,,,2023-07-20,90,1252.6,,,0,1
2023-09-08,Uruguay,Chile,3,1,FIFA World Cup qualification,Montevideo,Uruguay,False,2023-07-20,16,1633.13,2023-07-20,32,1511.31,16,121.82000000000016,1,0
2023-09-09,Azerbaijan,Belgium,0,1,UEFA Euro qualification,Baku,Azerbaijan,False,2023-07-20,121,1143.22,2023-07-20,5,1788.55,-116,-645.3299999999999,0,0
2023-09-09,DR Congo,Sudan,2,0,African Cup of Nations qualification,Kinshasa,DR Congo,False,2023-07-20,69,1350.11,2023-07-20,131,1116.21,62,233.89999999999986,1,0
2023-09-09,Estonia,Sweden,0,5,UEFA Euro qualification,Tallinn,Estonia,False,2023-07-20,111,1179.3,2023-07-20,23,1547.11,-88,-367.80999999999995,0,0
2023-09-09,Germany,Japan,1,4,Friendly,Wolfsburg,Germany,False,2023-07-20,15,1636.32,2023-07-20,20,1595.96,5,40.3599999999999,0,0
2023-09-09,Ivory Coast,Lesotho,1,0,African Cup of Nations qualification,San-Pédro,Ivory Coast,False,,,,2023-07-20,151,1038.68,,,1,0
2023-09-09,Kosovo,Switzerland,2,2,UEFA Euro qualification,Pristina,Kosovo,False,2023-07-20,109,1179.69,2023-07-20,13,1661.12,-96,-481.42999999999984,0,1
2023-09-09,Mexico,Australia,2,2,Friendly,Arlington,United States,True,2023-07-20,12,1665.59,2023-07-20,27,1530.45,15,135.13999999999987,0,1
2023-09-09,Rwanda,Senegal,1,1,African Cup of Nations qualification,Butare,Rwanda,False,2023-07-20,139,1089.46,2023-07-20,18,1612.61,-121,-523.1499999999999,0,1
2023-09-09,South Africa,Namibia,0,0,Friendly,Johannesburg,South Africa,False,2023-07-20,63,1368.25,2023-07-20,114,1172.41,51,195.83999999999992,0,1
