date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_ranking_date,home_rank,home_ranking_points,away_ranking_date,away_rank,away_ranking_points,rank_diff,points_diff,home_win,draw
2022-03-28,Cape Verde,San Marino,2,0,Friendly,San Pedro del Pinatar,Spain,True,,,,2022-02-10,210,780.33,,,1,0
2022-03-29,Algeria,Cameroon,1,2,FIFA World Cup qualification,Blida,Algeria,False,2022-02-10,43,1460.93,2022-02-10,38,1480.82,-5,-19.889999999999873,0,0
2022-03-29,Austria,Scotland,2,2,Friendly,Vienna,Austria,False,2022-02-10,30,1511.56,2022-02-10,40,1471.82,10,39.74000000000001,0,1
2022-03-29,Belgium,Burkina Faso,3,0,Friendly,Anderlecht,Belgium,False,2022-02-10,1,1828.45,2022-02-10,56,1418.58,55,409.8700000000001,1,0
2022-03-29,Bolivia,Brazil,0,4,FIFA World Cup qualification,La Paz,Bolivia,False,2022-02-10,76,1308.12,2022-02-10,2,1823.42,-74,-515.3000000000002,0,0
2022-03-29,Bosnia and Herzegovina,Luxembourg,1,0,Friendly,Zenica,Bosnia and Herzegovina,False,2022-02-10,59,1391.19,2022-02-10,93,1236.45,34,154.74,1,0
2022-03-29,Chile,Uruguay,0,2,FIFA World Cup qualification,Santiago,Chile,False,2022-02-10,26,1543.16,2022-02-10,16,1614.05,-10,-70.88999999999987,0,0
2022-03-29,Croatia,Bulgaria,2,1,Friendly,Al Rayyan,Qatar,True,2022-02-10,15,1620.74,2022-02-10,71,1345.47,56,275.27,1,0
2022-03-29,Ecuador,Argentina,1,1,FIFA World Cup qualification,Guayaquil,Ecuador,False,2022-02-10,44,1458.63,2022-02-10,4,1766.99,-40,-308.3599999999999,0,1
2022-03-29,England,Ivory Coast,3,0,Friendly,London,England,False,2022-02-10,5,1755.52,,,,,,1,0
2022-03-29,France,South Africa,5,0,Friendly,Villeneuve D'Ascq,Algeria,True,2022-02-10,3,1786.15,2022-02-10,68,1358.24,65,427.9100000000001,1,0
2022-03-29,Iran,Lebanon,2,0,FIFA World Cup qualification,Mashhad,Iran,False,2022-02-10,21,1572.89,2022-02-10,95,1228.97,74,343.9200000000001,1,0
2022-03-29,Japan,Vietnam,1,1,FIFA World Cup qualification,Saitama,Japan,False,2022-02-10,23,1549.82,2022-02-10,98,1218.55,75,331.27,0,1
2022-03-29,Morocco,DR Congo,4,1,FIFA World Cup qualification,Casablanca,Morocco,False,2022-02-10,24,1547.42,2022-02-10,66,1369.53,42,177.8900000000001,1,0
2022-03-29,Netherlands,Germany,1,1,Friendly,Amsterdam,Netherlands,False,2022-02-10,10,1653.73,2022-02-10,11,1648.33,1,5.400000000000091,0,1
2022-03-29,Nigeria,Ghana,1,1,FIFA World Cup qualification,Abuja,Nigeria,False,2022-02-10,32,1509.91,2022-02-10,61,1381.45,29,128.46000000000004,0,1
2022-03-29,Norway,Armenia,9,0,Friendly,Oslo,Norway,False,2022-02-10,45,1455.43,2022-02-10,92,1242.24,47,213.19000000000005,1,0
2022-03-29,Peru,Paraguay,2,0,FIFA World Cup qualification,Lima,Peru,False,2022-02-10,22,1563.45,2022-02-10,50,1440.53,28,122.92000000000007,1,0
2022-03-29,Poland,Sweden,2,0,FIFA World Cup qualification,Chorzów,Poland,False,2022-02-10,28,1530.62,2022-02-10,17,1588.26,-11,-57.6400000000001,1,0
2022-03-29,Portugal,North Macedonia,2,0,FIFA World Cup qualification,Porto,Portugal,False,2022-02-10,8,1660.25,2022-02-10,67,1367.23,59,293.02,1,0
2022-03-29,Qatar,Slovenia,0,0,Friendly,Al Rayyan,Qatar,False,2022-02-10,52,1437.91,2022-02-10,64,1375.42,12,62.49000000000001,0,1
2022-03-29,Saudi Arabia,Australia,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,2022-02-10,53,1433.95,2022-02-10,37,1486.86,-16,-52.909999999999854,1,0
2022-03-29,Senegal,Egypt,1,0,FIFA World Cup qualification,Diamniadio,Senegal,False,2022-02-10,18,1587.78,2022-02-10,34,1497.05,16,90.73000000000002,1,0
2022-03-29,Spain,Iceland,5,0,Friendly,La Coruña,Spain,False,2022-02-10,7,1704.75,2022-02-10,60,1382.81,53,321.94000000000005,1,0
2022-03-29,Switzerland,Kosovo,1,1,Friendly,Zürich,Switzerland,False,2022-02-10,14,1642.83,2022-02-10,109,1163.05,95,479.78,0,1
2022-03-29,Syria,Iraq,1,1,FIFA World Cup qualification,Dubai,United Arab Emirates,True,2022-02-10,91,1251.22,2022-02-10,74.0,1325.44,-17.0,-74.22000000000003,0,1
2022-03-29,Tunisia,Mali,0,0,FIFA World Cup qualification,Tunis,Tunisia,False,2022-02-10,36,1489.92,2022-02-10,48,1446.49,12,43.430000000000064,0,1
2022-03-29,Turkey,Italy,2,3,Friendly,Konya,Turkey,False,,,,2022-02-10,6,1740.77,,,0,0
2022-03-29,United Arab Emirates,South Korea,1,0,FIFA World Cup qualification,Dubai,United Arab Emirates,False,2022-02-10,69.0,1353.1,2022-02-10,29,1522.85,-40.0,-169.75,1,0
2022-03-29,Uzbekistan,Uganda,4,2,Navruz Cup,Namangan,Uzbekistan,False,2022-02-10,85,1277.02,2022-02-10,84,1279.18,-1,-2.160000000000082,1,0
2022-03-29,Venezuela,Colombia,0,1,FIFA World Cup qualification,Guayana,Venezuela,False,2022-02-10,58,1411.45,2022-02-10,19,1585.89,-39,-174.44000000000005,0,0
2022-03-29,Wales,Czech Republic,1,1,Friendly,Cardiff,Wales,False,2022-02-10,20,1578.01,2022-02-10,31,1510.42,11,67.58999999999992,0,1
2022-03-30,Costa Rica,United States,2,0,FIFA World Cup qualification,San José,Costa Rica,False,2022-02-10,42,1464.06,2022-02-10,13,1643.34,-29,-179.27999999999997,1,0
2022-03-30,Mexico,El Salvador,2,0,FIFA World Cup qualification,Mexico City,Mexico,False,2022-02-10,12,1647.9,2022-02-10,70,1346.04,58,301.8600000000001,1,0
2022-03-30,Panama,Canada,1,0,FIFA World Cup qualification,Panama City,Panama,False,2022-02-10,63.0,1375.56,2022-02-10,33,1497.82,-30.0,-122.25999999999999,1,0
2022-03-30,Solomon Islands,New Zealand,0,5,FIFA World Cup qualification,Doha,Qatar,True,2022-02-10,142,1072.78,2022-02-10,111,1161.66,-31,-88.88000000000011,0,0
2022-04-27,Mexico,Guatemala,0,0,Friendly,Orlando,United States,True,2022-03-31,9,1658.82,2022-03-31,118,1147.85,109,510.97,0,1
2022-05-28,India,Jordan,0,2,Friendly,Doha,Qatar,True,2022-03-31,106,1174.04,2022-03-31,91,1259.84,-15,-85.79999999999995,0,0
2022-05-28,Mexico,Nigeria,2,1,Friendly,Arlington,United States,True,2022-03-31,9,1658.82,2022-03-31,30,1504.01,21,154.80999999999995,1,0
2022-06-01,Australia,Jordan,2,1,Friendly,Al Wakrah,Qatar,True,2022-03-31,42,1462.29,2022-03-31,91,1259.84,49,202.45000000000005,1,0
2022-06-01,Ghana,Madagascar,3,0,African Cup of Nations qualification,Cape Coast,Ghana,False,2022-03-31,60,1387.36,2022-03-31,102,1205.61,42,181.75,1,0
2022-06-01,Italy,Argentina,0,3,CONMEBOL–UEFA Cup of Champions,Paris,France,True,2022-03-31,6,1723.31,2022-03-31,4,1765.13,-2,-41.820000000000164,0,0
2022-06-01,Scotland,Ukraine,1,3,FIFA World Cup qualification,Glasgow,Scotland,False,2022-03-31,39,1472.66,2022-03-31,27,1535.08,-12,-62.419999999999845,0,0
2022-06-01,United States,Morocco,3,0,Friendly,Cincinnati,United States,False,2022-03-31,15.0,1633.72,2022-03-31,24,1551.88,9.0,81.83999999999992,1,0
2022-06-02,Czech Republic,Switzerland,2,1,UEFA Nations League,Prague,Czech Republic,False,2022-03-31,33,1500.62,2022-03-31,14,1635.32,-19,-134.70000000000005,1,0
2022-06-02,Ecuador,Nigeria,1,0,Friendly,Harrison,United States,True,2022-03-31,46,1452.63,2022-03-31,30,1504.01,-16,-51.37999999999988,1,0
2022-06-02,Japan,Paraguay,4,1,Friendly,Sapporo,Japan,False,2022-03-31,23,1553.44,2022-03-31,50,1443.3,27,110.1400000000001,1,0
2022-06-02,Mexico,Uruguay,0,3,Friendly,Glendale,United States,True,2022-03-31,9,1658.82,2022-03-31,13,1635.73,4,23.089999999999918,0,0
2022-06-02,Panama,Costa Rica,2,0,CONCACAF Nations League,Panama City,Panama,False,2022-03-31,61.0,1382.79,2022-03-31,31,1503.09,-30.0,-120.29999999999995,1,0
2022-06-02,Serbia,Norway,0,1,UEFA Nations League,Belgrade,Serbia,False,2022-03-31,25,1547.53,2022-03-31,41,1463.5,16,84.02999999999997,0,0
2022-06-02,Slovenia,Sweden,0,2,UEFA Nations League,Ljubljana,Slovenia,False,2022-03-31,65,1378.23,2022-03-31,19,1584.77,-46,-206.53999999999996,0,0
2022-06-02,South Korea,Brazil,1,5,Friendly,Seoul,South Korea,False,2022-03-31,29,1519.54,2022-03-31,1,1832.69,-28,-313.1500000000001,0,0
2022-06-02,Spain,Portugal,1,1,UEFA Nations League,Seville,Spain,False,2022-03-31,7,1709.19,2022-03-31,8,1674.78,1,34.41000000000008,0,1
2022-06-02,Tunisia,Equatorial Guinea,4,0,African Cup of Nations qualification,Radès,Tunisia,False,2022-03-31,35,1499.8,2022-03-31,99,1210.07,64,289.73,1,0
2022-06-03,Belgium,Netherlands,1,4,UEFA Nations League,Brussels,Belgium,False,2022-03-31,2,1827.0,2022-03-31,10,1658.66,8,168.33999999999992,0,0
2022-06-03,Burkina Faso,Cape Verde,2,0,African Cup of Nations qualification,Marrakech,Morocco,True,2022-03-31,56,1409.61,,,,,,1,0
2022-06-03,Croatia,Austria,0,3,UEFA Nations League,Osijek,Croatia,False,2022-03-31,16,1621.11,2022-03-31,34,1500.37,18,120.74000000000001,0,0
2022-06-03,Curaçao,Honduras,0,1,CONCACAF Nations League,Willemstad,Curaçao,False,,,,2022-03-31,82,1289.47,,,0,0
2022-06-03,France,Denmark,1,2,UEFA Nations League,Paris,France,False,2022-03-31,3,1789.85,2022-03-31,11,1653.6,8,136.25,0,0
2022-06-03,Ivory Coast,Zambia,3,1,African Cup of Nations qualification,Yamoussoukro,Ivory Coast,False,,,,2022-03-31,87,1267.04,,,1,0
2022-06-04,Algeria,Uganda,2,0,African Cup of Nations qualification,Algiers,Algeria,False,2022-03-31,44,1461.26,2022-03-31,86,1275.5,42,185.76,1,0
2022-06-04,Bermuda,Haiti,0,0,CONCACAF Nations League,Devonshire Parish,Bermuda,False,2022-03-31,167,982.43,2022-03-31,90,1261.86,-77,-279.42999999999995,0,1
2022-06-04,DR Congo,Gabon,0,1,African Cup of Nations qualification,Kinshasa,DR Congo,False,2022-03-31,67,1365.07,2022-03-31,81,1290.65,14,74.41999999999985,0,0
2022-06-04,Finland,Bosnia and Herzegovina,1,1,UEFA Nations League,Helsinki,Finland,False,2022-03-31,57,1406.87,2022-03-31,59,1388.63,2,18.23999999999978,0,1
2022-06-04,Hungary,England,1,0,UEFA Nations League,Budapest,Hungary,False,2022-03-31,40,1466.08,2022-03-31,5,1761.71,-35,-295.6300000000001,1,0
2022-06-04,Italy,Germany,1,1,UEFA Nations League,Bologna,Italy,False,2022-03-31,6,1723.31,2022-03-31,12,1650.53,6,72.77999999999997,0,1
2022-06-04,Senegal,Benin,3,1,African Cup of Nations qualification,Diamniadio,Senegal,False,2022-03-31,20,1584.16,2022-03-31,84,1284.13,64,300.03,1,0
2022-06-04,Turkey,Faroe Islands,4,0,UEFA Nations League,Istanbul,Turkey,False,,,,2022-03-31,124,1137.4,,,1,0
2022-06-05,Argentina,Estonia,5,0,Friendly,Pamplona,Spain,True,2022-03-31,4,1765.13,2022-03-31,110,1169.06,106,596.0700000000002,1,0
2022-06-05,Botswana,Tunisia,0,0,African Cup of Nations qualification,Francistown,Botswana,False,2022-03-31,148,1051.59,2022-03-31,35,1499.8,-113,-448.21000000000004,0,1
2022-06-05,Central African Republic,Ghana,1,1,African Cup of Nations qualification,Luanda,Angola,True,2022-03-31,131,1122.08,2022-03-31,60,1387.36,-71,-265.28,0,1
2022-06-05,Czech Republic,Spain,2,2,UEFA Nations League,Prague,Czech Republic,False,2022-03-31,33,1500.62,2022-03-31,7,1709.19,-26,-208.57000000000016,0,1
2022-06-05,Egypt,Guinea,1,0,African Cup of Nations qualification,Cairo,Egypt,False,2022-03-31,32,1500.67,2022-03-31,80,1293.21,48,207.46000000000004,1,0
2022-06-05,Mexico,Ecuador,0,0,Friendly,Chicago,United States,True,2022-03-31,9,1658.82,2022-03-31,46,1452.63,37,206.18999999999983,0,1
2022-06-05,Peru,New Zealand,1,0,Friendly,Barcelona,Spain,True,2022-03-31,22,1562.32,2022-03-31,101,1206.07,79,356.25,1,0
2022-06-05,Portugal,Switzerland,4,0,UEFA Nations League,Lisbon,Portugal,False,2022-03-31,8,1674.78,2022-03-31,14,1635.32,6,39.460000000000036,1,0
2022-06-05,Saudi Arabia,Colombia,0,1,Friendly,Murcia,Spain,True,2022-03-31,49,1444.69,2022-03-31,17,1600.52,-32,-155.82999999999993,0,0
2022-06-05,Sweden,Norway,1,2,UEFA Nations League,Stockholm,Sweden,False,2022-03-31,19,1584.77,2022-03-31,41,1463.5,22,121.26999999999998,0,0
2022-06-05,United States,Uruguay,0,0,Friendly,Kansas City,United States,False,2022-03-31,15.0,1633.72,2022-03-31,13,1635.73,-2.0,-2.009999999999991,0,1
2022-06-06,Austria,Denmark,1,2,UEFA Nations League,Vienna,Austria,False,2022-03-31,34,1500.37,2022-03-31,11,1653.6,-23,-153.23000000000002,0,0
2022-06-06,Croatia,France,1,1,UEFA Nations League,Split,Croatia,False,2022-03-31,16,1621.11,2022-03-31,3,1789.85,-13,-168.74,0,1
2022-06-06,Honduras,Curaçao,1,2,CONCACAF Nations League,San Pedro Sula,Honduras,False,2022-03-31,82,1289.47,,,,,,0,0
2022-06-06,Japan,Brazil,0,1,Friendly,Tokyo,Japan,False,2022-03-31,23,1553.44,2022-03-31,1,1832.69,-22,-279.25,0,0
2022-06-06,South Korea,Chile,2,0,Friendly,Daejeon,South Korea,False,2022-03-31,29,1519.54,2022-03-31,28,1526.4,-1,-6.860000000000127,1,0
2022-06-07,Bosnia and Herzegovina,Romania,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,2022-03-31,59,1388.63,2022-03-31,48,1446.54,-11,-57.909999999999854,1,0
2022-06-07,Cape Verde,Togo,2,0,African Cup of Nations qualification,Marrakech,Morocco,True,,,,2022-03-31,121,1140.0,,,1,0
2022-06-07,Germany,England,1,1,UEFA Nations League,Munich,Germany,False,2022-03-31,12,1650.53,2022-03-31,5,1761.71,-7,-111.18000000000006,0,1
2022-06-07,Haiti,Montserrat,3,2,CONCACAF Nations League,Santo Domingo,Dominican Republic,True,2022-03-31,90,1261.86,2022-03-31,178,950.71,88,311.14999999999986,1,0
2022-06-07,Lithuania,Turkey,0,6,UEFA Nations League,Vilnius,Lithuania,False,2022-03-31,138,1092.04,,,,,,0,0
2022-06-07,Senegal,Rwanda,1,0,African Cup of Nations qualification,Diamniadio,Senegal,False,2022-03-31,20,1584.16,2022-03-31,136,1097.16,116,487.0,1,0
2022-06-07,United Arab Emirates,Australia,1,2,FIFA World Cup qualification,Al Rayyan,Qatar,True,2022-03-31,68.0,1356.99,2022-03-31,42,1462.29,-26.0,-105.29999999999995,0,0
2022-06-08,Belgium,Poland,6,1,UEFA Nations League,Brussels,Belgium,False,2022-03-31,2,1827.0,2022-03-31,26,1544.2,24,282.79999999999995,1,0
2022-06-08,Jordan,Nepal,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait,True,2022-03-31,91.0,1259.84,2022-03-31,168,978.86,77.0,280.9799999999999,1,0
2022-06-08,Scotland,Armenia,2,0,UEFA Nations League,Glasgow,Scotland,False,2022-03-31,39,1472.66,2022-03-31,92,1245.13,53,227.52999999999997,1,0
2022-06-08,Sudan,DR Congo,2,1,African Cup of Nations qualification,Omdurman,Sudan,False,2022-03-31,132,1118.4,2022-03-31,67,1365.07,-65,-246.66999999999985,1,0
2022-06-08,Tanzania,Algeria,0,2,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,2022-03-31,130,1123.79,2022-03-31,44,1461.26,-86,-337.47,0,0
2022-06-08,Uzbekistan,Sri Lanka,3,0,AFC Asian Cup qualification,Namangan,Uzbekistan,False,2022-03-31,83,1286.55,2022-03-31,205,842.93,122,443.62,1,0
2022-06-08,Wales,Netherlands,1,2,UEFA Nations League,Cardiff,Wales,False,2022-03-31,18,1588.08,2022-03-31,10,1658.66,-8,-70.58000000000015,0,0
2022-06-09,Canada,Curaçao,4,0,CONCACAF Nations League,Vancouver,Canada,False,2022-03-31,38,1479.0,,,,,,1,0
2022-06-09,Ethiopia,Egypt,2,0,African Cup of Nations qualification,Lilongwe,Malawi,True,2022-03-31,140,1076.67,2022-03-31,32,1500.67,-108,-424.0,1,0
2022-06-09,Lesotho,Ivory Coast,0,0,African Cup of Nations qualification,Soweto,South Africa,True,2022-03-31,145,1061.72,,,,,,0,1
2022-06-09,Morocco,South Africa,2,1,African Cup of Nations qualification,Rabat,Morocco,False,2022-03-31,24,1551.88,2022-03-31,69,1356.01,45,195.87000000000012,1,0
2022-06-09,New Zealand,Oman,0,0,Friendly,Al Rayyan,Qatar,True,2022-03-31,101,1206.07,2022-03-31,75,1324.16,-26,-118.09000000000015,0,1
2022-06-09,Norway,Slovenia,0,0,UEFA Nations League,Oslo,Norway,False,2022-03-31,41,1463.5,2022-03-31,65,1378.23,24,85.26999999999998,0,1
2022-06-09,Panama,Martinique,5,0,CONCACAF Nations League,Panama City,Panama,False,2022-03-31,61.0,1382.79,,,,,,1,0
2022-06-09,Portugal,Czech Republic,2,0,UEFA Nations League,Lisbon,Portugal,False,2022-03-31,8,1674.78,2022-03-31,33,1500.62,25,174.16000000000008,1,0
2022-06-09,Saudi Arabia,Venezuela,0,1,Friendly,Murcia,Spain,True,2022-03-31,49,1444.69,2022-03-31,58,1398.14,9,46.549999999999955,0,0
2022-06-09,Sweden,Serbia,0,1,UEFA Nations League,Stockholm,Sweden,False,2022-03-31,19,1584.77,2022-03-31,25.0,1547.53,6.0,37.24000000000001,0,0
2022-06-09,Switzerland,Spain,0,1,UEFA Nations League,Geneva,Switzerland,False,2022-03-31,14,1635.32,2022-03-31,7,1709.19,-7,-73.87000000000012,0,0
2022-06-10,Austria,France,1,1,UEFA Nations League,Vienna,Austria,False,2022-03-31,34,1500.37,2022-03-31,3,1789.85,-31,-289.48,0,1
2022-06-10,Chile,Tunisia,0,2,Kirin Cup,Kobe,Japan,True,2022-03-31,28,1526.4,2022-03-31,35,1499.8,7,26.600000000000136,0,0
2022-06-10,Denmark,Croatia,0,1,UEFA Nations League,Copenhagen,Denmark,False,2022-03-31,11,1653.6,2022-03-31,16,1621.11,5,32.49000000000001,0,0
2022-06-10,Japan,Ghana,4,1,Kirin Cup,Kobe,Japan,False,2022-03-31,23,1553.44,2022-03-31,60,1387.36,37,166.08000000000015,1,0
2022-06-10,South Korea,Paraguay,2,2,Friendly,Suwon,South Korea,False,2022-03-31,29,1519.54,2022-03-31,50,1443.3,21,76.24000000000001,0,1
2022-06-10,United States,Grenada,5,0,CONCACAF Nations League,Austin,United States,False,2022-03-31,15.0,1633.72,2022-03-31,170,968.49,155.0,665.23,1,0
2022-06-11,Ecuador,Cape Verde,1,0,Friendly,Fort Lauderdale,United States,True,2022-03-31,46,1452.63,,,,,,1,0
2022-06-11,England,Italy,0,0,UEFA Nations League,Wolverhampton,England,False,2022-03-31,5,1761.71,2022-03-31,6,1723.31,1,38.40000000000009,0,1
2022-06-11,Guyana,Haiti,2,6,CONCACAF Nations League,Leonora,Guyana,False,2022-03-31,174,961.07,2022-03-31,90,1261.86,-84,-300.78999999999985,0,0
2022-06-11,Hungary,Germany,1,1,UEFA Nations League,Budapest,Hungary,False,2022-03-31,40,1466.08,2022-03-31,12,1650.53,-28,-184.45000000000005,0,1
2022-06-11,Indonesia,Jordan,0,1,AFC Asian Cup qualification,Kuwait City,Kuwait,True,2022-03-31,159,1001.61,2022-03-31,91,1259.84,-68,-258.2299999999999,0,0
2022-06-11,Luxembourg,Turkey,0,2,UEFA Nations League,Luxembourg,Luxembourg,False,2022-03-31,94,1229.6,,,,,,0,0
2022-06-11,Mexico,Suriname,3,0,CONCACAF Nations League,Torreón,Mexico,False,2022-03-31,9,1658.82,2022-03-31,141,1073.39,132,585.4299999999998,1,0
2022-06-11,Montenegro,Bosnia and Herzegovina,1,1,UEFA Nations League,Podgorica,Montenegro,False,2022-03-31,70,1342.79,2022-03-31,59,1388.63,-11,-45.840000000000146,0,1
2022-06-11,Netherlands,Poland,2,2,UEFA Nations League,Rotterdam,Netherlands,False,2022-03-31,10,1658.66,2022-03-31,26,1544.2,16,114.46000000000004,0,1
2022-06-11,Republic of Ireland,Scotland,3,0,UEFA Nations League,Dublin,Republic of Ireland,False,2022-03-31,47,1449.48,2022-03-31,39,1472.66,-8,-23.180000000000064,1,0
2022-06-11,Uruguay,Panama,5,0,Friendly,Montevideo,Uruguay,False,2022-03-31,13,1635.73,2022-03-31,61,1382.79,48,252.94000000000005,1,0
2022-06-11,Uzbekistan,Maldives,4,0,AFC Asian Cup qualification,Namangan,Uzbekistan,False,2022-03-31,83,1286.55,2022-03-31,156,1025.5,73,261.04999999999995,1,0
2022-06-11,Wales,Belgium,1,1,UEFA Nations League,Cardiff,Wales,False,2022-03-31,18,1588.08,2022-03-31,2,1827.0,-16,-238.92000000000007,0,1
2022-06-12,Iran,Algeria,1,2,Friendly,Doha,Qatar,True,2022-03-31,21,1564.49,2022-03-31,44,1461.26,23,103.23000000000002,0,0
2022-06-12,Martinique,Panama,0,0,CONCACAF Nations League,Fort-de-France,Martinique,False,,,,2022-03-31,61,1382.79,,,0,1
2022-06-12,Norway,Sweden,3,2,UEFA Nations League,Oslo,Norway,False,2022-03-31,41,1463.5,2022-03-31,19,1584.77,-22,-121.26999999999998,1,0
2022-06-12,Spain,Czech Republic,2,0,UEFA Nations League,Málaga,Spain,False,2022-03-31,7,1709.19,2022-03-31,33,1500.62,26,208.57000000000016,1,0
2022-06-12,Switzerland,Portugal,1,0,UEFA Nations League,Geneva,Switzerland,False,2022-03-31,14,1635.32,2022-03-31,8,1674.78,-6,-39.460000000000036,1,0
2022-06-13,Australia,Peru,0,0,FIFA World Cup qualification,Al Rayyan,Qatar,True,2022-03-31,42,1462.29,2022-03-31,22,1562.32,-20,-100.02999999999997,0,1
2022-06-13,Denmark,Austria,2,0,UEFA Nations League,Copenhagen,Denmark,False,2022-03-31,11,1653.6,2022-03-31,34,1500.37,23,153.23000000000002,1,0
2022-06-13,France,Croatia,0,1,UEFA Nations League,Paris,France,False,2022-03-31,3,1789.85,2022-03-31,16,1621.11,13,168.74,0,0
2022-06-13,Honduras,Canada,2,1,CONCACAF Nations League,San Pedro Sula,Honduras,False,2022-03-31,82,1289.47,2022-03-31,38,1479.0,-44,-189.52999999999997,1,0
2022-06-13,Morocco,Liberia,2,0,African Cup of Nations qualification,Casablanca,Morocco,False,2022-03-31,24,1551.88,2022-03-31,149,1050.5,125,501.3800000000001,1,0
2022-06-14,Armenia,Scotland,1,4,UEFA Nations League,Yerevan,Armenia,False,2022-03-31,92,1245.13,2022-03-31,39,1472.66,-53,-227.52999999999997,0,0
2022-06-14,Bosnia and Herzegovina,Finland,3,2,UEFA Nations League,Zenica,Bosnia and Herzegovina,False,2022-03-31,59,1388.63,2022-03-31,57,1406.87,-2,-18.23999999999978,1,0
2022-06-14,Chile,Ghana,0,0,Kirin Cup,Suita,Japan,True,2022-03-31,28,1526.4,2022-03-31,60,1387.36,32,139.0400000000002,0,1
2022-06-14,Costa Rica,New Zealand,1,0,FIFA World Cup qualification,Al Rayyan,Qatar,True,2022-03-31,31,1503.09,2022-03-31,101,1206.07,70,297.02,1,0
2022-06-14,El Salvador,United States,1,1,CONCACAF Nations League,San Salvador,El Salvador,False,2022-03-31,74,1331.65,2022-03-31,15,1633.72,-59,-302.06999999999994,0,1
2022-06-14,England,Hungary,0,4,UEFA Nations League,Wolverhampton,England,False,2022-03-31,5,1761.71,2022-03-31,40,1466.08,35,295.6300000000001,0,0
2022-06-14,Germany,Italy,5,2,UEFA Nations League,Mönchengladbach,Germany,False,2022-03-31,12,1650.53,2022-03-31,6,1723.31,-6,-72.77999999999997,1,0
2022-06-14,Haiti,Guyana,6,0,CONCACAF Nations League,Santo Domingo,Dominican Republic,True,2022-03-31,90,1261.86,2022-03-31,174,961.07,84,300.78999999999985,1,0
2022-06-14,Jamaica,Mexico,1,1,CONCACAF Nations League,Kingston,Jamaica,False,2022-03-31,64,1378.75,2022-03-31,9,1658.82,-55,-280.06999999999994,0,1
2022-06-14,Japan,Tunisia,0,3,Kirin Cup,Suita,Japan,False,2022-03-31,23,1553.44,2022-03-31,35,1499.8,12,53.6400000000001,0,0
2022-06-14,Kuwait,Jordan,0,3,AFC Asian Cup qualification,Kuwait City,Kuwait,False,2022-03-31,146,1059.94,2022-03-31,91,1259.84,-55,-199.89999999999986,0,0
2022-06-14,Netherlands,Wales,3,2,UEFA Nations League,Rotterdam,Netherlands,False,2022-03-31,10,1658.66,2022-03-31,18,1588.08,8,70.58000000000015,1,0
2022-06-14,Poland,Belgium,0,1,UEFA Nations League,Warsaw,Poland,False,2022-03-31,26,1544.2,2022-03-31,2,1827.0,-24,-282.79999999999995,0,0
2022-06-14,South Korea,Egypt,4,1,Friendly,Seoul,South Korea,False,2022-03-31,29,1519.54,2022-03-31,32,1500.67,3,18.86999999999989,1,0
2022-06-14,Turkey,Lithuania,2,0,UEFA Nations League,İzmir,Turkey,False,,,,2022-03-31,138,1092.04,,,1,0
2022-06-14,Uzbekistan,Thailand,2,0,AFC Asian Cup qualification,Namangan,Uzbekistan,False,2022-03-31,83,1286.55,2022-03-31,111,1167.68,28,118.86999999999989,1,0
2022-07-13,Senegal,Eswatini,1,1,COSAFA Cup,KwaMashu,South Africa,True,2022-06-23,18,1593.45,2022-06-23,144,1066.92,126,526.53,0,1
2022-07-13,South Africa,Mozambique,0,0,COSAFA Cup,KwaMashu,South Africa,False,2022-06-23,68,1347.91,2022-06-23,118,1160.55,50,187.36000000000013,0,1
2022-07-15,South Africa,Madagascar,2,1,COSAFA Cup,Sugar Ray Xulu Stadium,South Africa,False,2022-06-23,68,1347.91,2022-06-23,105,1196.03,37,151.8800000000001,1,0
2022-07-15,Zambia,Senegal,4,3,COSAFA Cup,Durban,South Africa,True,2022-06-23,88,1268.18,2022-06-23,18,1593.45,-70,-325.27,1,0
2022-07-17,Mozambique,Senegal,1,1,COSAFA Cup,Moses Mabhida Stadium,South Africa,True,2022-06-23,118,1160.55,2022-06-23,18,1593.45,-100,-432.9000000000001,0,1
2022-07-17,South Africa,Botswana,2,1,COSAFA Cup,Sugar Ray Xulu Stadium,South Africa,False,2022-06-23,68,1347.91,2022-06-23,149,1050.32,81,297.59000000000015,1,0
2022-07-19,Japan,Hong Kong,6,0,EAFF Championship,Kashima,Japan,False,2022-06-23,24,1552.77,2022-06-23,145,1061.15,121,491.6199999999999,1,0
2022-07-20,China,South Korea,0,3,EAFF Championship,Toyota,Japan,True,,,,2022-06-23,28,1526.2,,,0,0
2022-07-24,Japan,China,0,0,EAFF Championship,Toyota,Japan,False,2022-06-23,24,1552.77,,,,,,0,1
2022-07-24,South Korea,Hong Kong,3,0,EAFF Championship,Toyota,Japan,True,2022-06-23,28,1526.2,2022-06-23,145,1061.15,117,465.04999999999995,1,0
2022-07-27,Japan,South Korea,3,0,EAFF Championship,Toyota,Japan,False,2022-06-23,24,1552.77,2022-06-23,28,1526.2,4,26.569999999999936,1,0
